date,title,site_id,company,technology_stack,salary_margin,salary,required_experience
2023-12-18,"Інженер-електронник, програміст (PLC)",/jobs/5065797/,"Універсальні інженерні рішення, ТзОВ",[],[35000],35000.0,1
2024-01-09,C/C++ Embedded developer (STM32),/jobs/5467236/,ВМС ЗС України,[],"[21000, 81000]",51000.0,1
2023-12-11,Front-end розробник (Next.js),/jobs/5175482/,Bozhenko team,"['Java', 'JS', 'HTML', 'CSS', 'GIT']","[30000, 55000]",42500.0,2
2024-01-04,Технік-програміст,/jobs/5474179/,"Глобино, ГК",[],As interview result,,2
2023-12-27,WordPress Full-Stack розробник,/jobs/5466793/,Markupus,"['JS', 'SQL', 'English', 'HTML', 'CSS', 'WEB', 'API']",Unknown,,2
2023-12-27,Програміст верстатів з ЧПК HAAS,/jobs/5173712/,"Авто Прагма, ООО",[],"[22000, 30000]",26000.0,1
2024-01-08,"Спеціаліст з розробки та впровадження керуючих програм, програміст верстатів ЧПК",/jobs/5150104/,DTEK,[],Unknown,,1
2023-12-26,Програміст BAF (1C) ﻿,/jobs/5414085/,HR Team,"['SQL', '1С']","[40000, 80000]",60000.0,1
2024-01-08,Розробник вбудованих систем,/jobs/5478670/,Data Science UA,"['Python', 'C++']",Unknown,,1
2024-01-10,PHP Developer (Yii2),/jobs/5397140/,Qualium Systems,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', 'GIT']",Unknown,,2
2024-01-08,"Backend, full-stack developer",/jobs/5389828/,Sales.Support,"['PHP', 'Java', 'SQL', 'Ruby', 'GIT', 'WEB', 'API']","[36000, 90000]",63000.0,2
2024-01-02,"Laravel, Vue.js developer",/jobs/5447545/,Arvo Software Ltd.,"['PHP', 'JS', 'SQL', 'English', 'CI/CD']",Unknown,,2
2023-12-20,"Радіоінженер, радіотехнік, розробник ВЧ-трактів",/jobs/5353568/,"Гранд Технолоджис, ООО",[],As interview result,,1
2024-01-02,"Викладач інформатики, робототехніки Phyton, Developer",/jobs/5470481/,"Богатирьов О.Г., ФОП",['WEB'],"[9000, 11000]",10000.0,0
2024-01-09,Front-end Web developer,/jobs/4080822/,PNN Soft,"['Java', 'English', 'HTML', 'CSS', 'GIT', 'WEB']",Unknown,,1
2024-01-09,Senior WordPress Developer,/jobs/5453090/,617 Web Marketing,"['PHP', 'Java', 'JS', 'HTML', 'CSS', 'GIT', 'WEB', 'API']","[75000, 100000]",87500.0,5
2023-12-13,Розробник екологічної документації,/jobs/4081773/,Центр Екології та Розвитку Нових Технологій (ЦЕРН),[],Unknown,,1
2023-12-21,"PHP, Wordpress developer",/jobs/5462520/,Digis,"['PHP', 'HTML']",Unknown,,2
2023-12-12,Opencart developer,/jobs/5453121/,Maxopen,"['PHP', 'Java', 'SQL']",[30000],30000.0,2
2023-12-19,"Middle Developer (PHP, JS, Java, C/C++, C#, Ruby, Python)",/jobs/5350335/,LuckyWare Pro,"['PHP', 'Java', 'JS', 'Python', 'C++', 'Ruby', 'C#']",Unknown,,2
2024-01-09,Node.js-розробник,/jobs/5459929/,Finsfera,"['Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT']",Unknown,,2
2024-01-05,Unity 3D developer,/jobs/5378337/,EvoPlay,"['Java', 'C#']",Unknown,,1
2024-01-05,"Junior, Middle Python developer in test",/jobs/5456219/,Ajax Systems,"['Python', 'GIT', 'API']",Unknown,,1
2023-12-16,Front-end Developer,/jobs/5457402/,Navi.agency,"['Java', 'JS', 'HTML', 'CSS']",Unknown,,2
2024-01-10,Shopify developer (Middle/Senior),/jobs/5482783/,OGD Solutions,"['Java', 'GIT']","[70000, 110000]",90000.0,2
2024-01-10,Програміст 1C,/jobs/5164752/,Бізнес Груп,['1С'],Unknown,,2
2024-01-04,Strong Junior PHP Developer,/jobs/5455454/,WebbyLab,"['PHP', 'Java', 'JS', 'SQL', 'English', 'HTML', 'CSS', 'GIT', 'WEB']",Unknown,,1
2024-01-04,Android developer,/jobs/5473661/,Cadence Development,"['Java', 'GIT']",Unknown,,2
2024-01-08,Інженер-програміст верстатів ЧПК,/jobs/5464725/,Sherp,[],"[45000, 55000]",50000.0,2
2023-12-12,Full Stack JS Developer for AI Tech (Backend-oriented),/jobs/5452904/,Mindframe,"['Java', 'JS', 'SQL', 'English', 'GIT', 'WEB', 'API']","[44000, 74000]",59000.0,2
2024-01-02,Senior Frontend Developer (Angular),/jobs/5368136/,Launch & Scale,"['English', 'API']","[60000, 80000]",70000.0,5
,Програміст 1C,/jobs/5425095/,Element-Україна,"['1С', 'WEB', 'API']",Unknown,,5
2024-01-10,"Програміст мікроконтролерів, Embeded Developer",/jobs/4882891/,Ajax Systems,['GIT'],Unknown,,5
2024-01-07,Strong Junior/Middle Java Developer,/jobs/5476860/,IncoreSoft,"['Java', 'SQL', 'API']",Unknown,,1
2024-01-10,.Net-developer (Middle/Senior),/jobs/5482843/,OGD Solutions,"['SQL', 'English', 'WEB']","[70000, 110000]",90000.0,2
2024-01-04,"Full stack developer (PHP, laravel)",/jobs/3714918/,Doroshenko agency,"['PHP', 'Java', 'SQL', 'HTML', 'GIT', 'API']","[20000, 40000]",30000.0,1
2024-01-10,Інженер-розробник (електроніка),/jobs/4020823/,"VD MAIS, науково-виробнича фірма, ПП",[],Unknown,,2
2024-01-09,"Back-end, Full-Stack розробник (Node.js)",/jobs/4833091/,All-in agency,"['JS', 'SQL', 'API']","[60000, 120000]",90000.0,2
2024-01-08,"Програміст (BAS, ERP)",/jobs/3827516/,Dnipro-M,['1С'],As interview result,,2
2023-12-11,Oracle-програміст,/jobs/5154044/,Тенет,"['JS', 'SQL']",Unknown,,0
2024-01-03,Unity developer,/jobs/5422749/,"Avataris, GmbH","['Java', 'C++', 'C#', 'English', 'API']",As interview result,,2
2024-01-10,"Сервіс-інженер, молодший програміст BAS",/jobs/5366100/,EBS,['1С'],Unknown,,1
2024-01-04,Unity Mobile Developer,/jobs/5353770/,Coidea Agency,"['JS', 'C#', 'English', 'GIT']","[30000, 55000]",42500.0,1
2024-01-04,C++/Qt Widgets developer,/jobs/5076036/,Ozzylogik LTD,"['SQL', 'C++']",Unknown,,5
2024-01-09,Junior ERP Developer,/jobs/5394330/,Clarity,[],Unknown,,2
2023-12-21,"Инженер-радиотехник, электронщик, разработчик радиоэлектронного оборудования",/jobs/5462676/,Copra,[],As interview result,,1
2023-12-15,"JS-Developer (Vue.JS, Node.JS)",/jobs/5409599/,Redoo Ukraine,"['Java', 'JS', 'SQL', 'C#', 'English', 'HTML', 'GIT', 'WEB', 'NodeJS']","[40000, 60000]",50000.0,2
2024-01-05,Middle Java Developer,/jobs/4954671/,Український процесінговий центр,"['Java', 'SQL', 'GIT', 'WEB', 'API']",Unknown,,2
2023-12-25,PHP Laravel Developer,/jobs/5259694/,"WOP lab, LLC","['PHP', 'JS', 'SQL', 'Docker', 'HTML', 'CSS', 'GIT', 'WEB', 'API']",Unknown,,2
2023-12-11,Laravel-розробник,/jobs/5410709/,Maxopen,"['PHP', 'SQL', 'GIT', 'API']","[25000, 40000]",32500.0,1
2023-12-25,Drupal developer (стажер),/jobs/4842934/,DevBranch,['PHP'],[4500],4500.0,0
2023-12-13,Програміст 1C,/jobs/4507249/,SolidBrain,['1С'],As interview result,,2
2024-01-08,Swift developer,/jobs/4790235/,Solid Solutions,"['PHP', 'SQL', 'GIT', 'WEB']",Unknown,,1
2023-12-18,Розробник Opencart,/jobs/5457995/,Uax,"['PHP', 'Java', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'SEO']","[20000, 40000]",30000.0,5
2024-01-05,PHP Junior Full-Stack Developer,/jobs/5475312/,Lambda-dev,"['PHP', 'JS', 'SQL', 'Docker', 'English', 'CSS', 'WEB', 'API']","[26000, 38000]",32000.0,1
2023-12-20,Middle Front-end Developer,/jobs/4656420/,Struktura,"['Java', 'JS', 'English', 'HTML', 'CSS', 'GIT', 'WEB']","[36600, 73200]",54900.0,2
2024-01-05,"Інженер-програміст, електронник у Київ",/jobs/5468534/,"Табако Дім, ТОВ",[],"[90000, 150000]",120000.0,2
2024-01-09,Інженер-програміст,/jobs/5027514/,"МХП, ПрАТ","['C++', 'WEB']",[40000],40000.0,5
2024-01-09,Програміст 1C (версія 7.7),/jobs/5164929/,"Пульс, мережа аптек","['SQL', '1С', 'Redis']",As interview result,,1
2024-01-08,Senior Full Stack PHP Developer (Wordpress),/jobs/5364722/,Growica,"['PHP', 'Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'WEB', 'SEO', 'NodeJS']",Unknown,,2
2024-01-09,Технолог-розробник у відділ R&D,/jobs/4716685/,"Технологія Трейд, ТД, ТОВ",[],Unknown,,2
2024-01-10,Програміст BAF/1С,/jobs/3280046/,"Комплексне управління бізнес-процесами, ТОВ","['SQL', '1С', 'WEB']","[25000, 75000]",50000.0,2
2023-12-20,Middle PHP Developer (Laravel),/jobs/5461621/,"Ідейл, ТОВ","['PHP', 'Java', 'JS', 'API']",Unknown,,2
2024-01-05,Sr. iOS Mobile Developer,/jobs/5063504/,Workforce Source,"['English', 'API']",Unknown,,5
2023-12-28,Junior Angular Developer,/jobs/5468401/,ITOP1000,"['Java', 'HTML', 'CSS']",Unknown,,1
2024-01-08,Програміст 1C,/jobs/5342699/,"Компанія Інтер-Ліс, ТОВ","['JS', '1С', 'WEB']",As interview result,,2
2024-01-05,Frontend Magento Developer,/jobs/4064566/,SaM Solutions,"['Java', 'JS', 'HTML', 'CSS', 'GIT', 'Redis']",Unknown,,1
2023-12-20,Інженер технолог-програміст ЧПК,/jobs/5202166/,Meer industrial group,[],"[20000, 28000]",24000.0,5
2024-01-04,Power BI developer,/jobs/5349392/,"Фора, ТОВ","['JS', 'SQL', 'ETL', 'GIT', 'WEB']",Unknown,,1
2024-01-05,"﻿Web Developer (BackEnd, WordPress)",/jobs/5468752/,Rome Tech Cases,"['PHP', 'JS', 'SQL', 'HTML', 'CSS', 'WEB', 'API']",[40000],40000.0,2
2023-12-21,Laravel Backend Developer,/jobs/4550699/,Mine Finance Group,"['PHP', 'JS', 'SQL', 'API', 'Redis']","[75000, 115000]",95000.0,2
2023-12-27,Middle SharePoint Online Developer,/jobs/5066497/,Taurus Quadra LTD,"['English', 'API']","[35000, 80000]",57500.0,2
2024-01-08,Програміст 1C,/jobs/4902236/,AC-Step,['1С'],As interview result,,2
2024-01-03,Senior Front-End UI/UX Developer,/jobs/5471295/,MDO,"['Java', 'English', 'CSS', 'WEB']",Unknown,,5
2023-12-14,"Системний адміністратор, програміст, бібліотекар",/jobs/4489910/,Рівненська обласна бібліотека для молоді,['SQL'],"[6000, 7000]",6500.0,1
2024-01-10,IOS-розробник,/jobs/5461171/,"Кліринговий Дім, АБ","['SQL', 'GIT', 'API', 'CI/CD']",Unknown,,2
2024-01-05,"RF-інженер, розробник антен",/jobs/5218543/,Ajax Systems,[],Unknown,,2
2023-12-18,Розробник екологічної документації (робота із системою МЗВ﻿),/jobs/4081757/,Центр Екології та Розвитку Нових Технологій (ЦЕРН),[],Unknown,,1
2024-01-05,Node.js Backend Developer,/jobs/5252987/,Air Labs,"['Java', 'JS', 'SQL', 'HTML', 'CSS', 'GIT', 'API', 'NodeJS', 'Redis']","[30000, 55000]",42500.0,2
2023-12-13,"PHP-разработчик, программист",/jobs/5284332/,Dr.Weedy,"['PHP', 'SQL']","[50000, 110000]",80000.0,5
2023-12-20,Інженер-програміст,/jobs/5387539/,"Вінницяобленерго, АТ",[],"[15000, 25000]",20000.0,1
2023-12-28,Wireless DSP/Embedded Software Developer,/jobs/5468355/,Delhaze LTD,"['C++', 'English', 'GIT']","[160000, 250000]",205000.0,2
2023-12-11,Middle PHP Developer (Symfony),/jobs/5451564/,Innovation Group,"['PHP', 'SQL']",Unknown,,2
2024-01-09,Програміст 1C,/jobs/5417098/,Master Service,"['SQL', '1С']",Unknown,,1
2024-01-05,Програміст-розробник 1С,/jobs/5255393/,"Вітмарк-Україна, СП, ТОВ",['1С'],As interview result,,2
